Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LandNotFlat,Shed,NoGarage,NFloors,SplitLvl,LvlFinished,RoofMatlCompShg,YearRemodDiff,OverallGoodQual,OverallPoorQual,OverallGoodCond,OverallPoorCond,LotDepth,LotShapeRatio,GrLivLotRatio,HouseLotAreaRatio,HouseLotAreaDiff,Garage1stFlrRatio,GrLiv1stFlrRatio,FloorsSFRatio,Bsmt1stFlrRatio,Bsmt2FlrRatio,Bsmt1FlrRatio,OverallQualCond,RailroadNearby,RoadNearby,PosSiteNearby,Bath,BsmtBath,BathTotal,QualTimes1stFlSF,QualTimes2ndFlSF,QualTimesGrLivArea,QualTimesLotArea,QualTimesGarageArea,QualTimesBath,QualTimesKitchen,CondTimes1stFlSF,CondTimes2ndFlSF,CondTimesGrLivArea,CondTimesLotArea,CondTimesGarageArea,CondTimesBath,CondTimesKitchen,GarageQualTimesArea,GarageCondTimesArea,GarageQualCond,ExterQualTimesLotArea,ExterQualTimesGrLivArea,ExterQualTimes1stFlrSF,ExterCondTimesLotArea,ExterCondTimesGrLivArea,ExterCondTimes1stFlrSF,RealEstateVol
1352,60,RL,70,9247,3,Lvl,4,Inside,1,NAmes,1Fam,6,6,1962,1962,Gable,HdBoard,HdBoard,BrkFace,318,3,3,CBlock,3,3,1,2,319,0,0,539,858,GasA,5,1,SBrkr,858,858,0,1716,0,0,1,1,4,1,3,8,6,1,Attchd,1962,Fin,2,490,3,3,2,0,84,0,0,120,0,-1,0,3,2008,WD,Normal,171000,0,0,0,2,0,0,1,0,1,0,1,0,132.09999999999999,0.63506396947900001,0.18557369957799999,0.092786849789099998,-8389,0.57109557109599995,0.5,1,1,0,0.37179487179499998,36,0,0,0,2,0,2,5148,5148,10296,55482,2940,12,6,5148,5148,10296,55482,2940,12,6,1470,1470,9,27741,5148,2574,27741,5148,2574,3213095
1353,50,RM,50,6000,4,Lvl,4,Inside,1,BrkSide,1Fam,6,9,1937,2000,Gable,MetalSd,MetalSd,None,0,4,3,BrkTil,3,3,1,0,0,0,0,698,698,GasA,3,1,SBrkr,786,390,0,1176,0,0,1,0,2,1,3,4,6,0,Detchd,1999,Unf,2,624,3,3,0,210,0,0,0,0,0,-1,0,7,2009,WD,Normal,134900,0,0,0,1.5,0,1,1,63,1,0,4,0,120,0.87546873735399999,0.19600000000000001,0.13100000000000001,-5214,0.79389312977100002,0.33163265306099998,0.49618320610700001,0.88804071246799998,0,0,54,0,0,0,1,0,1,4716,2340,7056,36000,3744,6,6,7074,3510,10584,54000,5616,9,9,1872,1872,9,24000,4704,3144,18000,3528,2358,12077049
1354,50,RL,56,14720,3,Lvl,4,CulDSac,1,NoRidge,1Fam,8,5,1995,1996,Hip,VinylSd,VinylSd,BrkFace,579,4,3,PConc,4,3,3,5,816,0,0,1217,2033,GasA,5,1,SBrkr,2053,1185,0,3238,1,0,2,1,4,1,4,9,6,1,Attchd,1996,Fin,3,666,3,3,2,283,86,0,0,0,0,-1,0,3,2010,WD,Normal,410000,0,0,0,1.5,0,1,1,1,3,0,0,0,262.85714285699999,1.5462590108100001,0.219972826087,0.13947010869599999,-12667,0.324403312226,0.365966646078,0.57720409157300001,0.99025815879199997,0,0.39746712128599998,40,0,0,0,3,1,4,16424,9480,25904,117760,5328,32,8,10265,5925,16190,73600,3330,20,5,1998,1998,9,58880,12952,8212,44160,9714,6159,4266807
1355,60,RL,69,10316,3,Lvl,4,Inside,1,CollgCr,1Fam,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,5,735,0,0,257,992,GasA,5,1,SBrkr,992,873,0,1865,1,0,2,1,3,1,4,7,6,1,Attchd,2000,RFn,3,839,3,3,2,0,184,0,0,0,0,-1,0,6,2008,WD,Normal,235000,0,0,0,2,0,0,1,0,2,0,0,0,149.507246377,0.77323835780700001,0.18078712679299999,0.096161302830599996,-9324,0.84576612903199999,0.46809651474500003,0.88004032258099996,1,0,0.74092741935499995,35,0,0,0,3,1,4,6944,6111,13055,72212,5873,28,7,4960,4365,9325,51580,4195,20,5,2517,2517,9,41264,7460,3968,30948,5595,2976,8656278
1356,80,RL,102,10192,3,Lvl,4,Inside,1,NWAmes,1Fam,7,6,1968,1992,Gable,MetalSd,MetalSd,BrkFace,143,3,3,CBlock,3,3,1,0,0,0,0,570,570,GasA,4,1,SBrkr,1222,698,0,1920,0,0,3,0,4,1,4,8,6,1,Attchd,1968,RFn,2,487,3,3,2,0,98,0,0,0,0,4,0,9,2006,WD,Normal,170000,0,0,0,2,1,0,1,24,2,0,1,0,99.921568627499994,0.0205872487566,0.18838304552599999,0.11989795918399999,-8970,0.39852700490999998,0.363541666667,0.57119476268400005,0.46644844517200001,0,0,42,0,0,0,3,0,3,8554,4886,13440,71344,3409,21,7,7332,4188,11520,61152,2922,18,6,1461,1461,9,30576,5760,3666,30576,5760,3666,3356533
1357,20,RL,69,9477,4,Lvl,4,Corner,1,NAmes,1Fam,5,5,1966,1966,Gable,HdBoard,HdBoard,BrkFace,65,3,3,CBlock,3,3,1,2,340,0,0,524,864,GasA,3,1,SBrkr,892,0,0,892,0,0,1,0,3,1,3,5,6,0,Attchd,1966,RFn,1,264,3,3,2,0,0,0,0,0,0,2,0,10,2008,WD,Normal,110000,0,0,0,1,0,0,1,0,0,0,0,0,137.34782608699999,0.68841008027600004,0.094122612641100001,0.094122612641100001,-8585,0.29596412556099999,0,0,0.96860986547100003,0,0.38116591928299998,25,0,0,0,1,0,1,4460,0,4460,47385,1320,5,5,4460,0,4460,47385,1320,5,5,792,792,9,28431,2676,2676,28431,2676,2676,3667194
1358,20,RL,69,12537,3,Lvl,4,CulDSac,1,NAmes,1Fam,5,6,1971,2008,Gable,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,1,5,734,0,0,344,1078,GasA,5,1,SBrkr,1078,0,0,1078,1,0,1,1,3,1,3,6,6,1,Attchd,1971,Fin,2,500,3,3,2,0,0,0,0,0,0,-1,0,4,2010,WD,Normal,149900,0,0,0,1,0,0,1,37,0,0,1,0,181.695652174,0.96822654192199997,0.085985482970399998,0.085985482970399998,-11459,0.46382189239299998,0,0,1,0,0.68089053803300004,30,0,0,0,2,1,3,5390,0,5390,62685,2500,15,5,6468,0,6468,75222,3000,18,6,1500,1500,9,37611,3234,3234,37611,3234,3234,6682417
1359,160,FV,69,2117,4,Lvl,4,Inside,1,Somerst,Twnhs,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,216,4,3,PConc,4,3,1,5,378,0,0,378,756,GasA,5,1,SBrkr,769,804,0,1573,0,0,2,1,3,1,4,5,6,0,Detchd,2000,Unf,2,440,3,3,2,0,32,0,0,0,0,-1,0,6,2010,WD,Normal,177500,0,0,0,2,0,0,1,0,1,0,0,0,30.681159420299998,0.81045773805999999,0.743032593292,0.36324988190800001,-1348,0.57217165149500004,0.51112523839799995,1.0455136541000001,0.98309492847900004,0,0.49154746423899998,30,0,0,0,3,0,3,4614,4824,9438,12702,2640,18,6,3845,4020,7865,10585,2200,15,5,1320,1320,9,8468,6292,3076,6351,4719,2307,6539025
1360,20,RL,129,16737,4,Lvl,4,FR3,1,NridgHt,1Fam,9,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,66,4,3,PConc,5,3,3,5,1447,0,0,533,1980,GasA,5,1,SBrkr,1980,0,0,1980,1,0,2,0,3,1,5,8,6,1,Attchd,2004,Fin,3,770,3,3,2,194,45,0,0,0,0,-1,0,9,2006,WD,Normal,315000,0,0,0,1,0,0,1,1,4,0,0,0,129.744186047,0.00575230779029,0.118300770747,0.118300770747,-14757,0.38888888888899997,0,0,1,0,0.73080808080799997,45,0,0,0,2,1,3,17820,0,17820,150633,6930,27,9,9900,0,9900,83685,3850,15,5,2310,2310,9,66948,7920,7920,50211,5940,5940,3356533
1361,70,RL,51,9842,4,Lvl,4,Inside,1,SWISU,1Fam,5,6,1921,1998,Gable,MetalSd,Wd Sdng,None,0,3,3,BrkTil,3,2,1,0,0,0,0,612,612,GasA,5,1,SBrkr,990,1611,0,2601,0,0,3,1,4,1,3,8,6,0,BuiltIn,1998,RFn,2,621,3,3,2,183,0,301,0,0,0,-1,0,5,2008,WD,Normal,189000,0,0,0,2,0,0,1,77,0,0,1,0,192.98039215700001,1.3307629559800001,0.26427555374900003,0.100589311116,-8852,0.62727272727299999,0.61937716262999998,1.6272727272700001,0.61818181818200002,0,0,30,0,1,0,4,0,4,4950,8055,13005,49210,3105,20,5,5940,9666,15606,59052,3726,24,6,1863,1863,9,29526,7803,2970,29526,7803,2970,7156710
1362,20,RL,124,16158,3,Low,4,Inside,2,StoneBr,1Fam,7,5,2005,2005,Hip,VinylSd,VinylSd,Stone,16,4,3,PConc,5,3,3,4,1274,0,0,256,1530,GasA,5,1,SBrkr,1530,0,0,1530,1,0,2,0,3,1,4,7,6,1,Attchd,2005,Fin,2,430,3,3,2,168,36,0,0,0,0,-1,0,6,2009,WD,Normal,260000,1,0,0,1,0,0,1,0,2,0,0,0,130.30645161300001,0.049607430829600001,0.094689936873399994,0.094689936873399994,-14628,0.28104575163399997,0,0,1,0,0.83267973856199995,35,0,0,0,2,1,3,10710,0,10710,113106,3010,21,7,7650,0,7650,80790,2150,15,5,1290,1290,9,64632,6120,6120,48474,4590,4590,10812395
1363,50,RL,69,12513,3,Lvl,4,FR2,1,NAmes,1Fam,4,4,1920,2007,Gable,VinylSd,VinylSd,None,0,3,4,BrkTil,3,2,1,0,0,0,0,715,715,GasA,4,1,SBrkr,1281,457,0,1738,0,0,2,0,4,1,3,7,6,1,Attchd,1920,Unf,1,368,3,3,2,55,0,0,0,0,0,-1,0,6,2009,WD,Normal,104900,0,0,0,1.5,0,1,1,87,0,1,0,1,181.34782608699999,0.96631037367100003,0.138895548629,0.102373531527,-11232,0.287275565964,0.26294591484500002,0.35675253707999999,0.55815768930499998,0,0,16,0,1,0,2,0,2,5124,1828,6952,50052,1472,8,4,5124,1828,6952,50052,1472,8,4,1104,1104,9,37539,5214,3843,50052,6952,5124,10812395
1364,60,RL,73,8499,3,Lvl,4,Inside,1,Gilbert,1Fam,6,5,2006,2007,Gable,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,0,0,0,0,616,616,GasA,5,1,SBrkr,616,796,0,1412,0,0,2,1,3,1,4,6,6,1,BuiltIn,2007,Fin,2,432,3,3,2,0,36,0,0,0,0,-1,0,3,2007,New,Partial,156932,0,0,0,2,0,0,1,1,1,0,0,0,116.424657534,0.46678490620200003,0.16613719261099999,0.072479115189999999,-7883,0.70129870129899996,0.56373937677099994,1.2922077922099999,1,0,0,30,0,0,0,3,0,3,3696,4776,8472,50994,2592,18,6,3080,3980,7060,42495,2160,15,5,1296,1296,9,25497,4236,1848,25497,4236,1848,4061059
1365,160,FV,30,3180,4,Lvl,4,Inside,1,Somerst,TwnhsE,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0,4,3,PConc,4,3,1,0,0,0,0,600,600,GasA,5,1,SBrkr,520,600,80,1200,0,0,2,1,2,1,4,4,6,0,Detchd,2005,RFn,2,480,3,3,2,0,166,0,0,0,0,-1,0,4,2006,WD,Abnorml,144152,0,0,0,2,0,0,1,0,2,0,0,0,106,1.2622417124500001,0.37735849056600002,0.16352201257900001,-2660,0.92307692307699996,0.5,1.15384615385,1.15384615385,0,0,35,0,0,0,3,0,3,3640,4200,8400,22260,3360,21,7,2600,3000,6000,15900,2400,15,5,1440,1440,9,12720,4800,2080,9540,3600,1560,4706446
1366,60,FV,69,7500,4,Lvl,4,Inside,1,Somerst,1Fam,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,5,533,0,0,281,814,GasA,5,1,SBrkr,814,860,0,1674,1,0,2,1,3,1,4,7,6,0,Attchd,2000,RFn,2,663,3,3,2,0,96,0,0,0,0,-1,0,1,2010,WD,Normal,216000,0,0,0,2,0,0,1,0,2,0,0,0,108.695652174,0.45444529032999997,0.22320000000000001,0.108533333333,-6686,0.81449631449600002,0.51373954599799998,1.05651105651,1,0,0.65479115479100003,35,0,0,0,3,1,4,5698,6020,11718,52500,4641,28,7,4070,4300,8370,37500,3315,20,5,1989,1989,9,30000,6696,3256,22500,5022,2442,1638526
1367,60,RL,68,9179,3,Lvl,4,Inside,1,CollgCr,1Fam,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,158,4,3,PConc,4,3,1,5,633,0,0,240,873,GasA,5,1,SBrkr,882,908,0,1790,1,0,2,1,3,1,4,7,6,0,Attchd,1999,RFn,2,588,3,3,2,0,88,0,0,0,0,-1,0,6,2008,WD,Abnorml,193000,0,0,0,2,0,0,1,0,2,0,0,0,134.98529411800001,0.685658134867,0.19501034971100001,0.096088898572799994,-8297,0.66666666666700003,0.50726256983200002,1.02947845805,0.98979591836699998,0,0.71768707483000005,35,0,0,0,3,1,4,6174,6356,12530,64253,4116,28,7,4410,4540,8950,45895,2940,20,5,1764,1764,9,36716,7160,3528,27537,5370,2646,8656278
1368,160,RM,41,2665,4,Lvl,4,Inside,1,MeadowV,TwnhsE,5,6,1977,1977,Gable,CemntBd,CmentBd,None,0,3,3,PConc,3,3,1,4,548,2,173,36,757,GasA,5,1,SBrkr,925,550,0,1475,0,0,2,0,4,1,3,6,6,1,Attchd,1977,RFn,1,336,3,3,2,104,26,0,0,0,0,-1,0,7,2006,WD,Normal,127000,0,0,0,2,0,0,1,0,0,0,1,0,65,0.460815203191,0.55347091932500003,0.34709193245800002,-1740,0.363243243243,0.372881355932,0.59459459459499997,0.81837837837799998,0.187027027027,0.59243243243199994,30,0,0,0,2,0,2,4625,2750,7375,13325,1680,10,5,5550,3300,8850,15990,2016,12,6,1008,1008,9,7995,4425,2775,7995,4425,2775,12275141
1369,120,RM,69,4435,4,Lvl,4,Inside,1,CollgCr,TwnhsE,6,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,170,4,3,PConc,4,3,3,5,685,0,0,163,848,GasA,5,1,SBrkr,848,0,0,848,1,0,1,0,1,1,4,4,6,0,Attchd,2003,Fin,2,420,3,3,2,140,0,0,0,0,0,-1,0,6,2009,WD,Normal,144000,0,0,0,1,0,0,1,1,1,0,0,0,64.275362318800006,0.070930114450799997,0.191206313416,0.191206313416,-3587,0.49528301886800002,0,0,1,0,0.80778301886799997,30,0,0,0,1,1,2,5088,0,5088,26610,2520,12,6,4240,0,4240,22175,2100,10,5,1260,1260,9,17740,3392,3392,13305,2544,2544,10812395
1370,20,RL,48,10635,2,Lvl,4,FR2,1,CollgCr,1Fam,8,5,2003,2003,Hip,VinylSd,VinylSd,BrkFace,171,4,3,PConc,4,3,3,3,370,5,972,315,1657,GasA,5,1,SBrkr,1668,0,0,1668,1,0,2,0,3,1,4,8,6,1,Attchd,2003,Fin,2,502,3,3,2,0,262,0,0,0,0,-1,0,5,2010,WD,Normal,232000,0,0,0,1,0,0,1,0,3,0,0,0,221.5625,1.5295037058200001,0.15684062059199999,0.15684062059199999,-8967,0.30095923261399998,0,0,0.99340527577899995,0.58273381295000004,0.22182254196599999,40,0,0,0,2,1,3,13344,0,13344,85080,4016,24,8,8340,0,8340,53175,2510,15,5,1506,1506,9,42540,6672,6672,31905,5004,5004,8564268
1371,50,RL,90,5400,4,Lvl,4,Corner,1,OldTown,1Fam,4,6,1920,1950,Gable,CBlock,CBlock,None,0,2,3,PConc,3,3,1,4,315,2,105,420,840,GasA,5,1,SBrkr,840,534,0,1374,0,0,1,0,2,1,3,6,6,0,Detchd,1967,Fin,1,338,3,3,2,0,0,198,0,0,0,-1,0,10,2009,WD,Normal,105000,0,0,0,1.5,0,1,1,30,0,1,1,0,60,0.40546510810800002,0.254444444444,0.15555555555600001,-4560,0.40238095238100002,0.38864628821000002,0.63571428571400002,1,0.125,0.375,24,0,1,0,1,0,1,3360,2136,5496,21600,1352,4,4,5040,3204,8244,32400,2028,6,6,1014,1014,9,10800,2748,1680,16200,4122,2520,4730578
1372,80,RL,80,9600,4,Lvl,4,Inside,1,NAmes,1Fam,6,6,1955,1996,Hip,AsbShng,AsbShng,None,0,3,3,CBlock,3,3,3,3,831,0,0,161,992,GasA,4,1,SBrkr,1661,0,0,1661,1,0,1,0,3,1,4,8,6,1,BuiltIn,1955,RFn,1,377,3,3,2,0,28,0,0,178,0,3,0,10,2008,WD,Normal,165500,0,0,0,2,1,0,1,41,1,0,1,0,120,0.40546510810800002,0.173020833333,0.173020833333,-7939,0.226971703793,0,0,0.59723058398600004,0,0.50030102348000005,36,0,0,0,1,1,2,9966,0,9966,57600,2262,12,6,9966,0,9966,57600,2262,12,6,1131,1131,9,28800,4983,4983,28800,4983,4983,3667194
1373,60,RL,75,9750,4,Lvl,4,Corner,1,CollgCr,1Fam,7,6,1998,1998,Gable,VinylSd,VinylSd,None,0,3,3,PConc,4,3,3,5,975,0,0,133,1108,GasA,5,1,SBrkr,1108,989,0,2097,1,0,2,1,3,1,4,8,6,1,Detchd,1998,RFn,2,583,3,3,2,253,170,0,0,0,0,-1,0,6,2006,WD,Normal,274300,0,0,0,2,0,0,1,0,2,0,1,0,130,0.55004633691899996,0.21507692307699999,0.113641025641,-8642,0.52617328519899997,0.47162613257000002,0.89259927797799998,1,0,0.879963898917,42,0,0,0,3,1,4,7756,6923,14679,68250,4081,28,7,6648,5934,12582,58500,3498,24,6,1749,1749,9,29250,6291,3324,29250,6291,3324,8269600
1374,20,RL,69,11400,4,Lvl,4,Inside,1,NoRidge,1Fam,10,5,2001,2002,Hip,VinylSd,VinylSd,BrkFace,705,5,3,PConc,5,3,4,5,1282,0,0,1351,2633,GasA,5,1,SBrkr,2633,0,0,2633,1,0,2,1,2,1,5,8,6,2,Attchd,2001,RFn,3,804,3,3,2,314,140,0,0,0,0,-1,0,3,2007,WD,Normal,466500,0,0,0,1,0,0,1,1,5,0,0,0,165.21739130399999,0.87315562518800005,0.230964912281,0.230964912281,-8767,0.30535510824200002,0,0,1,0,0.48689707557900003,50,0,0,0,3,1,4,26330,0,26330,114000,8040,40,10,13165,0,13165,57000,4020,20,5,2412,2412,9,57000,13165,13165,34200,7899,7899,4061059
1375,60,FV,85,10625,4,Lvl,4,Inside,1,Somerst,1Fam,7,5,2005,2005,Gable,CemntBd,CmentBd,None,0,4,3,PConc,4,3,1,0,0,0,0,1026,1026,GasA,5,1,SBrkr,1026,932,0,1958,0,0,2,1,3,1,4,9,6,1,Attchd,2005,Fin,3,936,3,3,2,154,210,0,0,0,0,-1,0,7,2008,WD,Normal,250000,0,0,0,2,0,0,1,0,2,0,0,0,125,0.385662480812,0.18428235294100001,0.096564705882400001,-9599,0.912280701754,0.47599591419800003,0.90838206627700002,1,0,0,35,0,0,0,3,0,3,7182,6524,13706,74375,6552,21,7,5130,4660,9790,53125,4680,15,5,2808,2808,9,42500,7832,4104,31875,5874,3078,8553570
1376,20,RL,89,10991,3,HLS,4,Inside,1,Timber,1Fam,8,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,80,4,3,PConc,4,3,4,0,0,0,0,1571,1571,GasA,5,1,SBrkr,1571,0,0,1571,0,0,2,0,3,1,4,7,6,1,Attchd,2007,Fin,3,722,3,3,2,100,36,0,0,0,0,-1,0,12,2007,New,Partial,239000,1,0,0,1,0,0,1,0,3,0,0,0,123.494382022,0.32755929560500002,0.14293512874200001,0.14293512874200001,-9420,0.45957988542299999,0,0,1,0,0,40,0,0,0,2,0,2,12568,0,12568,87928,5776,16,8,7855,0,7855,54955,3610,10,5,2166,2166,9,43964,6284,6284,32973,4713,4713,3859461
1377,30,RL,52,6292,4,Bnk,4,Inside,1,SWISU,1Fam,6,5,1930,1950,Gable,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,4,3,2,2,384,0,0,384,768,GasA,3,0,SBrkr,790,0,0,790,0,0,1,0,2,1,3,4,6,0,Detchd,1925,Unf,1,160,2,3,2,0,141,0,0,0,0,-1,0,4,2008,WD,Normal,91000,1,0,0,1,0,0,1,20,1,0,0,0,121,0.84454682701499995,0.12555626192,0.12555626192,-5502,0.20253164557,0,0,0.97215189873399999,0,0.48607594936699999,30,0,0,0,1,0,1,4740,0,4740,37752,960,6,6,3950,0,3950,31460,800,5,5,320,480,6,18876,2370,2370,18876,2370,2370,4141627
1378,50,RL,60,10998,4,Lvl,4,Inside,1,Edwards,1Fam,5,5,1941,1960,Gable,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,1,408,3,420,156,984,GasA,5,1,SBrkr,984,620,0,1604,0,0,2,0,3,1,3,6,5,0,Detchd,1977,Unf,2,660,3,3,2,0,68,0,0,0,0,-1,0,7,2009,WD,Normal,117000,0,0,0,1.5,0,1,1,19,0,0,0,0,183.30000000000001,1.1167795926199999,0.145844699036,0.089470812875100003,-10014,0.67073170731700005,0.38653366583499998,0.63008130081299996,1,0.426829268293,0.41463414634099999,25,0,0,0,2,0,2,4920,3100,8020,54990,3300,10,5,4920,3100,8020,54990,3300,10,5,1980,1980,9,32994,4812,2952,32994,4812,2952,12077049
1379,160,RM,21,1953,4,Lvl,4,Inside,1,BrDale,Twnhs,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,408,3,3,CBlock,3,2,1,3,309,0,0,174,483,GasA,3,1,SBrkr,483,504,0,987,0,0,1,1,2,1,3,5,6,0,Detchd,1973,Unf,1,264,3,3,2,72,0,0,0,0,0,-1,0,6,2006,WD,Normal,83000,0,0,0,2,0,0,1,0,1,0,0,0,93,1.48807705543,0.50537634408599996,0.24731182795699999,-1470,0.54658385093200001,0.51063829787199999,1.04347826087,1,0,0.63975155279499996,30,0,0,0,2,0,2,2898,3024,5922,11718,1584,12,6,2415,2520,4935,9765,1320,10,5,792,792,9,5859,2961,1449,5859,2961,1449,8269600
1380,80,RL,73,9735,4,Lvl,4,Inside,1,Timber,1Fam,5,5,2006,2007,Gable,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,0,0,0,0,384,384,GasA,4,1,-1.0,754,640,0,1394,0,0,2,1,3,1,4,7,6,0,BuiltIn,2007,Fin,2,400,3,3,2,100,0,0,0,0,0,-1,0,5,2008,WD,Normal,167500,0,0,0,2,1,0,1,1,0,0,0,0,133.35616438400001,0.60256403551000004,0.14319465844900001,0.077452491011800004,-8981,0.53050397878,0.45911047345799999,0.84880636604799997,0.50928381962900005,0,0,25,0,0,0,3,0,3,3770,3200,6970,48675,2000,15,5,3770,3200,6970,48675,2000,15,5,1200,1200,9,29205,4182,2262,29205,4182,2262,7156710
1381,30,RL,45,8212,4,Lvl,4,Inside,1,Edwards,1Fam,3,3,1914,1950,Gable,Stucco,Stucco,None,0,3,2,BrkTil,3,2,1,2,203,0,0,661,864,GasA,3,0,FuseF,864,0,0,864,1,0,1,0,2,1,3,5,6,0,Detchd,1938,Unf,1,200,3,2,2,0,0,96,0,0,0,-1,0,6,2010,WD,Normal,58500,0,0,0,1,0,0,1,36,0,2,0,2,182.48888888900001,1.4000267985999999,0.105211885046,0.105211885046,-7348,0.23148148148100001,0,0,1,0,0.23495370370400001,9,0,0,0,1,1,2,2592,0,2592,24636,600,6,3,2592,0,2592,24636,600,6,3,600,400,6,24636,2592,2592,16424,1728,1728,6539025
1382,20,RL,69,12925,3,Lvl,4,Corner,1,NAmes,1Fam,6,7,1970,1970,Gable,BrkFace,Plywood,None,0,3,3,CBlock,3,3,2,3,865,0,0,340,1205,GasA,5,1,SBrkr,2117,0,0,2117,0,0,2,1,4,1,3,7,6,2,Attchd,1970,Fin,2,550,3,3,2,0,42,0,0,0,0,-1,0,5,2008,WD,Normal,237500,0,0,0,1,0,0,1,0,1,0,2,0,187.31884058,0.99870569018199995,0.16379110251500001,0.16379110251500001,-10808,0.259801606046,0,0,0.56920170051999996,0,0.40859707132700002,42,0,0,0,3,0,3,12702,0,12702,77550,3300,18,6,14819,0,14819,90475,3850,21,7,1650,1650,9,38775,6351,6351,38775,6351,6351,7156710
1383,70,RM,60,7200,4,Lvl,4,Corner,1,OldTown,1Fam,7,7,1920,1950,Hip,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,2,3,1,0,0,0,0,596,596,GasA,5,1,SBrkr,998,764,0,1762,1,0,1,1,4,1,4,8,6,0,Detchd,1989,Unf,2,576,3,3,0,36,0,221,0,0,0,-1,0,10,2006,WD,Normal,157000,0,0,0,2,0,0,1,30,2,0,2,0,120,0.69314718056000002,0.24472222222199999,0.138611111111,-6202,0.57715430861700001,0.433598183882,0.76553106212400002,0.59719438877800002,0,0,49,0,0,0,2,1,3,6986,5348,12334,50400,4032,21,7,6986,5348,12334,50400,4032,21,7,1728,1728,9,21600,5286,2994,21600,5286,2994,4136561
1384,30,RL,69,25339,4,Lvl,4,Inside,1,Sawyer,1Fam,5,7,1918,2007,Gable,Wd Sdng,Wd Sdng,None,0,3,4,BrkTil,3,3,1,0,0,0,0,816,816,GasA,5,1,SBrkr,1416,0,0,1416,0,0,2,0,3,1,4,7,6,0,Attchd,2007,Unf,2,576,3,3,0,0,0,112,0,0,0,-1,0,8,2007,WD,Normal,112000,0,0,0,1,0,0,1,89,0,0,2,0,367.23188405799999,1.6718869806000001,0.055882236868100003,0.055882236868100003,-23923,0.40677966101700003,0,0,0.57627118644099995,0,0,35,0,0,0,2,0,2,7080,0,7080,126695,2880,10,5,9912,0,9912,177373,4032,14,7,1728,1728,9,76017,4248,4248,101356,5664,5664,7357643
1385,50,RL,60,9060,4,Lvl,4,Inside,1,Edwards,1Fam,6,5,1939,1950,Gable,WdShing,Wd Shng,None,0,3,3,BrkTil,3,3,2,2,204,0,0,356,560,GasA,3,1,SBrkr,698,560,0,1258,0,0,1,0,2,1,3,6,6,0,Detchd,1939,Unf,1,280,3,3,1,0,0,0,0,0,0,3,0,10,2009,WD,Normal,105000,0,0,0,1.5,0,1,1,11,1,0,0,0,151,0.92293527459299995,0.13885209712999999,0.077041942604899993,-8362,0.40114613180499997,0.44515103338599998,0.80229226360999994,0.80229226360999994,0,0.29226361031499998,30,0,0,0,1,0,1,4188,3360,7548,54360,1680,6,6,3490,2800,6290,45300,1400,5,5,840,840,9,27180,3774,2094,27180,3774,2094,4730578
